Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1954,Dallas Comegys\comegda01,23-081,F,1987-11-06,NJN,,CLE,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1955,Chris Copeland\copelch01,28-230,F,2012-11-02,NYK,,MIA,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1956,Allen Crabbe\crabbal01,21-206,G-F,2013-11-01,POR,@,DEN,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1957,Ron Crevier\creviro01,27-194,C,1985-10-25,GSW,,DEN,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1958,Jeff Cross\crossje01,24-153,F,1986-02-01,LAC,@,POR,L,0,4,0,1,.000,0,1,.000,0,0,,1,2,.500,1,1,2,0,0,0,0,4,1,-0.7
1959,Eddy Curry\curryed01,18-330,C,2001-10-31,CHI,,IND,L,0,12,1,6,.167,1,6,.167,0,0,,0,2,.000,2,1,3,2,0,0,0,3,2,-0.7
1960,Michael Curry\currymi01,25-075,F-G,1993-11-05,PHI,,WSB,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1961,Antonio Daniels\daniean01,22-226,G,1997-10-31,VAN,,DAL,L,1,23,2,8,.250,2,7,.286,0,1,.000,2,4,.500,0,1,1,4,1,0,4,3,6,-0.7
1962,Dewayne Dedmon\dedmode01,24-098,C,2013-11-18,GSW,@,UTA,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1963,Damyean Dotson\dotsoda01,23-166,G,2017-10-19,NYK,@,OKC,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1964,Zoran Dragic\dragizo01,25-146,G-F,2014-11-15,PHO,@,LAC,L,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1965,Ndudi Ebi\ebind01,19-136,F,2003-11-01,MIN,,TOR,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1966,Craig Ehlo\ehlocr01,22-235,G-F,1984-04-02,HOU,@,UTA,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1967,Nick Fazekas\fazekni01,22-139,F,2007-11-03,DAL,,SAC,W,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1968,Jamie Feick\feickja01,22-191,C,1997-01-10,CHH,@,PHO,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1969,Danny Ferry\ferryda01,24-016,F,1990-11-02,CLE,@,BOS,L,0,16,2,10,.200,2,10,.200,0,0,,1,1,1.000,3,2,5,0,0,0,1,3,5,-0.7
1970,Randy Foye\foyera01,23-038,G,2006-11-01,MIN,,SAC,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1971,Chris Gatling\gatlich01,24-059,F-C,1991-11-01,GSW,@,DEN,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1972,Mickael Gelabale\gelabmi01,23-163,F,2006-11-01,SEA,,POR,L,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1973,JaMychal Green\greenja01,24-211,F,2015-01-18,SAS,,UTA,W,0,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7
1974,Derek Grimm\grimmde01,23-090,F,1997-11-01,SAC,@,VAN,L,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1975,Andres Guibert\guibean01,25-169,F-C,1994-04-15,MIN,,IND,L,0,1,0,3,.000,0,3,.000,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-0.7
1976,A.J. Guyton\guytoaj01,22-262,G,2000-10-31,CHI,,SAC,L,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1977,Chris Herren\herrech01,24-048,G,1999-11-14,DEN,@,SAC,L,0,8,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,3,1,0,2,1,0,-0.7
1978,Jordan Hill\hilljo01,22-093,C-F,2009-10-28,NYK,@,MIA,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1979,Tito Horford\horfoti01,22-295,C,1988-11-09,MIL,,PHI,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1980,Ersan Ilyasova\ilyaser01,19-170,F,2006-11-01,MIL,@,DET,W,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1981,Joe Ingles\inglejo01,27-027,F-G,2014-10-29,UTA,,HOU,L,0,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1982,Brice Johnson\johnsbr02,22-241,F,2017-02-23,LAC,@,GSW,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,0,0,-0.7
1983,Trey Johnson\johnstr01,24-157,G,2009-02-03,CLE,,TOR,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1984,Earl Jones\jonesea01,23-298,C,1984-11-06,LAL,,DEN,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1985,Bart Kofoed\kofoeba01,23-284,G,1988-01-02,UTA,@,SAC,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1986,Ralph Lewis\lewisra01,24-223,G,1987-11-06,DET,,NYK,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7
1987,Shelvin Mack\macksh01,21-248,G,2011-12-26,WAS,,NJN,L,0,8,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-0.7
1988,Wesley Matthews\matthwe02,23-014,G,2009-10-28,UTA,@,DEN,L,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1989,George McCloud\mccloge01,22-160,G-F,1989-11-03,IND,@,ATL,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1990,Tracy McGrady\mcgratr01,18-160,F-G,1997-10-31,TOR,@,MIA,L,0,6,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7
1991,Nazr Mohammed\mohamna01,21-153,C,1999-02-05,PHI,@,CHH,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1992,Steve Nash\nashst01,22-268,G,1996-11-01,PHO,@,LAL,L,0,5,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1993,Nemanja Nedovic\nedovne01,22-136,G,2013-10-30,GSW,,LAL,W,0,8,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1994,Jermaine O'Neal\onealje01,18-053,F-C,1996-12-05,POR,@,DEN,W,0,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,2,1,2,-0.7
1995,Chris Porter\portech01,22-177,F,2000-11-02,GSW,@,DEN,L,0,3,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-0.7
1996,Kasib Powell\powelka01,27-004,F,2008-03-22,MIA,@,CHA,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1997,Norman Powell\powelno01,22-160,G,2015-11-01,TOR,,MIL,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1998,Brian Quinnett\quinnbr01,23-158,F,1989-11-04,NYK,,MIA,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
1999,Michael Redd\reddmi01,21-070,G,2000-11-02,MIL,@,HOU,L,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2000,Justin Reed\reedju01,22-312,F,2004-11-23,BOS,@,IND,L,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2001,Pooh Richardson\richapo01,23-173,G,1989-11-03,MIN,@,SEA,L,0,12,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-0.7
2002,Terry Rozier\roziete01,21-225,G,2015-10-28,BOS,,PHI,W,0,2,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-0.7
2003,Shawnelle Scott\scottsh01,24-211,C,1997-01-13,CLE,,ATL,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2004,Jeffrey Sheppard\sheppje01,24-129,G,1999-02-05,ATL,,CLE,W,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2005,Dickey Simpkins\simpkdi01,22-212,F,1994-11-04,CHI,,CHH,W,0,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,2,0,0,-0.7
2006,Jabari Smith\smithja01,23-335,C,2001-01-12,SAC,@,DEN,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2007,Barry Sumpter\sumptba01,23-142,F-C,1989-04-02,LAC,,DET,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2008,Jon Sundvold\sundvjo01,22-118,G,1983-10-28,SEA,,GSW,L,0,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2009,Johnny Taylor\taylojo01,23-179,F,1997-11-30,ORL,@,SEA,L,0,5,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,1,0,2,-0.7
2010,Maurice Taylor\tayloma01,21-001,F,1997-10-31,LAC,@,PHO,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2011,Ronny Turiaf\turiaro01,23-026,F,2006-02-08,LAL,@,HOU,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2012,Henry Turner\turnehe02,23-077,G-F,1989-11-03,SAC,@,POR,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2013,Von Wafer\wafervo01,20-126,G,2005-11-24,LAL,,SEA,W,0,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2014,Hakim Warrick\warriha01,23-117,F,2005-11-02,MEM,,MIA,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2015,Donald Whiteside\whitedo01,27-190,G,1996-11-01,TOR,,NYK,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2016,Frank Williams\willifr02,22-249,G,2002-11-01,NYK,@,PHI,L,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2017,Ricky Wilson\wilsori02,23-229,G,1988-03-01,NJN,,LAC,W,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2018,Trevor Winter\wintetr01,25-068,C,1999-03-16,MIN,,LAL,L,0,5,0,0,,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,5,0,-0.7
2019,Tony Wroten\wroteto01,19-208,G,2012-11-07,MEM,@,MIL,W,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7
2020,Morris Almond\almonmo01,22-278,G,2007-11-07,UTA,,CLE,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2021,Anthony Avent\aventan01,23-019,F,1992-11-06,MIL,@,DET,W,1,12,3,8,.375,3,8,.375,0,0,,0,0,,0,2,2,0,0,0,1,5,6,-0.8
2022,Esteban Batista\batises01,22-061,F-C,2005-11-02,ATL,@,GSW,L,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2023,Anthony Bennett\bennean01,20-230,F,2013-10-30,CLE,,BRK,W,0,15,0,5,.000,0,2,.000,0,3,.000,2,4,.500,1,4,5,0,0,0,0,1,2,-0.8
2024,DeMarre Carroll\carrode01,23-093,F,2009-10-28,MEM,,DET,L,0,19,0,5,.000,0,5,.000,0,0,,2,6,.333,2,2,4,1,0,0,0,1,2,-0.8
2025,Norris Coleman\colemno01,26-040,F,1987-11-06,LAC,@,DEN,L,0,18,2,7,.286,2,7,.286,0,0,,1,2,.500,0,3,3,0,0,0,1,3,5,-0.8
2026,David Cooke\cookeda01,22-028,F,1985-10-25,SAC,,LAC,L,0,2,0,3,.000,0,3,.000,0,0,,0,0,,1,2,3,0,0,0,0,0,0,-0.8
2027,Branden Dawson\dawsobr01,22-330,F,2015-12-28,LAC,@,WAS,W,0,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,2,0,-0.8
2028,Bryce Drew\drewbr01,24-137,G,1999-02-05,HOU,@,LAL,L,0,8,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,1,2,2,-0.8
2029,Kenneth Faried\farieke01,22-039,F,2011-12-28,DEN,,UTA,W,0,9,0,3,.000,0,3,.000,0,0,,0,0,,1,3,4,0,0,1,1,0,0,-0.8
2030,Pat Garrity\garripa01,22-166,F,1999-02-05,PHO,@,LAC,W,0,7,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-0.8
2031,Mickell Gladness\gladnmi01,25-152,C,2011-12-25,MIA,@,DAL,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2032,Paul Grant\grantpa01,25-030,C,1999-02-05,MIN,@,DEN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2033,Jeff Hornacek\hornaje01,23-181,G,1986-10-31,PHO,,GSW,W,0,15,1,3,.333,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,1,2,2,-0.8
2034,Al Jefferson\jeffeal01,19-304,C-F,2004-11-03,BOS,,PHI,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2035,Nick Johnson\johnsni01,21-314,G,2014-11-01,HOU,,BOS,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8
2036,Mario Kasun\kasunma01,24-221,C,2004-11-12,ORL,,LAL,W,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-0.8
2037,Stephon Marbury\marbust01,19-255,G,1996-11-01,MIN,,SAS,W,1,8,0,3,.000,0,2,.000,0,1,.000,0,0,,0,3,3,2,0,0,1,0,0,-0.8
2038,Jason Miskiri\miskija01,24-075,G,1999-11-02,CHH,,ORL,W,0,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,1,0,0,0,2,0,-0.8
2039,Chris Morris\morrich01,22-289,F,1988-11-04,NJN,,ATL,L,0,13,3,9,.333,3,8,.375,0,1,.000,0,1,.000,2,0,2,1,1,0,2,6,6,-0.8
2040,Ronnie Murphy\murphro01,23-144,F,1987-12-20,POR,,SAS,W,0,2,0,1,.000,0,1,.000,0,0,,0,2,.000,0,0,0,1,0,0,0,0,0,-0.8
2041,Hamady N'Diaye\ndiayha01,23-289,C,2010-10-28,WAS,@,ORL,L,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2042,Richard Petruska\petruri01,24-297,C-F,1993-11-18,HOU,@,IND,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8
2043,Josh Powell\poweljo01,22-294,F,2005-11-15,DAL,,DEN,W,0,5,0,2,.000,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-0.8
2044,Allan Ray\rayal01,22-153,G,2006-11-17,BOS,,POR,W,0,6,0,3,.000,0,2,.000,0,1,.000,1,2,.500,0,0,0,1,0,0,0,0,1,-0.8
2045,Stefano Rusconi\ruscost01,27-041,C-F,1995-11-12,PHO,,GSW,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2046,Jeff Sanders\sandeje01,23-340,F,1989-12-20,CHI,@,ORL,L,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2047,Kevin Seraphin\serapke01,20-344,F,2010-11-16,WAS,,TOR,W,0,2,1,3,.333,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,1,2,2,-0.8
2048,Tom Sewell\sewelto01,22-229,G,1984-10-26,WSB,@,CHI,L,0,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,0,0,0,0,0,1,2,2,-0.8
2049,John Shasky\shaskjo01,24-097,C,1988-11-05,MIA,,LAC,L,0,4,0,2,.000,0,2,.000,0,0,,2,2,1.000,2,0,2,0,0,0,2,2,2,-0.8
2050,Tamar Slay\slayta01,22-211,G,2002-10-30,NJN,,ATL,W,0,9,1,5,.200,1,3,.333,0,2,.000,0,0,,0,2,2,0,0,1,1,0,2,-0.8
2051,Pape Sow\sowpa01,22-357,F,2004-11-13,TOR,@,POR,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2052,Anthony Taylor\tayloan01,22-341,G,1988-11-05,MIA,,LAC,L,0,4,0,1,.000,0,1,.000,0,0,,1,2,.500,0,1,1,0,0,0,1,0,1,-0.8
2053,Jarrod Uthoff\uthofja01,23-295,F,2017-03-10,DAL,,BRK,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2054,Jacque Vaughn\vaughja01,22-262,G,1997-10-31,UTA,@,LAL,L,0,16,1,3,.333,1,2,.500,0,1,.000,3,5,.600,0,2,2,1,0,0,3,4,5,-0.8
2055,Hassan Whiteside\whiteha01,21-136,C,2010-10-27,SAC,@,MIN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2056,Chris Whitney\whitnch01,22-031,G,1993-11-05,SAS,,GSW,W,0,7,0,2,.000,0,2,.000,0,0,,2,2,1.000,0,0,0,0,1,0,2,1,2,-0.8
2057,Danny Young\youngda01,22-092,G,1984-10-26,SEA,,UTA,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
2058,Alex Abrines\abrinal01,23-086,G-F,2016-10-26,OKC,@,PHI,W,0,13,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,1,1,0,0,0,2,3,3,-0.9
2059,Robert Archibald\archiro01,22-225,F,2002-11-09,MEM,@,DEN,L,0,6,0,1,.000,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,2,1,-0.9
2060,Pete Chilcutt\chilcpe01,23-048,F-C,1991-11-01,SAC,,LAC,W,0,17,1,5,.200,1,5,.200,0,0,,0,0,,0,4,4,0,0,0,1,0,2,-0.9
2061,Ian Clark\clarkia01,22-239,G,2013-11-01,UTA,@,PHO,L,0,9,0,3,.000,0,3,.000,0,0,,0,1,.000,1,2,3,0,1,1,1,1,0,-0.9
2062,Rastko Cvetkovic\cvetkra01,25-182,C,1995-12-21,DEN,@,SAS,L,0,7,0,2,.000,0,2,.000,0,0,,0,0,,1,1,2,0,0,1,0,3,0,-0.9
2063,Josh Davis\davisjo02,23-213,F,2004-03-10,ATL,@,MIL,L,0,10,0,2,.000,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,1,0,-0.9
2064,Toney Douglas\douglto01,23-226,G,2009-10-28,NYK,@,MIA,L,0,6,1,4,.250,1,3,.333,0,1,.000,1,1,1.000,0,1,1,0,0,0,1,2,3,-0.9
2065,Grant Jerrett\jerregr01,21-143,F,2014-11-28,OKC,,NYK,W,0,9,1,5,.200,0,0,,1,5,.200,0,0,,0,1,1,1,0,0,1,2,3,-0.9
2066,Derrick Phelps\phelpde01,22-263,G,1995-04-20,SAC,@,GSW,W,0,3,0,0,,0,0,,0,0,,0,2,.000,0,0,0,1,0,0,0,2,0,-0.9
2067,Tim Young\youngti01,23-283,C,1999-11-16,GSW,,CHI,W,0,7,1,1,1.000,1,1,1.000,0,0,,0,2,.000,0,0,0,0,0,0,1,2,2,-0.9
2068,Sun Yue\yuesu01,23-031,G,2008-12-07,LAL,,MIL,W,0,5,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,0,0,0,0,0,2,4,4,-0.9
2069,Toby Bailey\baileto01,23-078,G,1999-02-05,PHO,@,LAC,W,0,1,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,0,0,-1.0
2070,Aron Baynes\baynear01,26-047,C,2013-01-25,SAS,@,DAL,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2071,Michael Beasley\beaslmi01,19-294,F,2008-10-29,MIA,@,NYK,L,1,27,4,14,.286,3,9,.333,1,5,.200,0,0,,0,4,4,0,0,0,3,0,9,-1.0
2072,Raja Bell\bellra01,24-199,G,2001-04-06,PHI,,CLE,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2073,Bismack Biyombo\biyombi01,19-120,C-F,2011-12-26,CHA,,MIL,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2074,Mark Bradtke\bradtma01,28-043,C-F,1996-11-09,PHI,,PHO,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2075,Jason Collier\collija02,23-053,C,2000-10-31,HOU,,MIN,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2076,Corey Gaines\gaineco01,23-253,G,1989-02-09,NJN,@,WSB,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2077,Claude Gregory\gregocl01,27-037,F,1986-02-01,WSB,@,DET,L,0,1,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,2,0,0,-1.0
2078,Scott Haskin\haskisc01,23-048,C-F,1993-11-06,IND,,DET,L,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2079,Nathan Jawai\jawaina01,22-103,C-F,2009-01-21,TOR,@,DET,L,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2080,Nate Johnston\johnsna01,22-327,F,1989-11-10,UTA,,SAS,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2081,Rob Kurz\kurzro01,23-249,F,2008-11-09,GSW,@,SAC,L,0,23,1,6,.167,1,5,.200,0,1,.000,2,2,1.000,1,1,2,0,0,0,1,3,4,-1.0
2082,Ibo Kutluay\kutluib01,30-174,G,2004-12-22,SEA,,DEN,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2083,Jerome Lane\laneje01,21-336,F,1988-11-04,DEN,,HOU,W,0,8,1,2,.500,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,1,4,2,-1.0
2084,Johnny Newman\newmajo01,22-339,F-G,1986-11-02,CLE,,CHI,L,0,6,0,2,.000,0,1,.000,0,1,.000,0,0,,1,0,1,0,0,1,1,0,0,-1.0
2085,Jakob Poeltl\poeltja01,21-011,C,2016-10-26,TOR,,DET,W,0,13,1,4,.250,1,4,.250,0,0,,0,0,,2,0,2,0,0,0,0,5,2,-1.0
2086,Pablo Prigioni\prigipa01,35-169,G,2012-11-02,NYK,,MIA,W,0,16,0,0,,0,0,,0,0,,0,0,,0,1,1,3,0,0,3,1,0,-1.0
2087,Andy Rautins\rautian01,24-007,G,2010-11-09,NYK,@,MIL,L,0,8,1,3,.333,0,1,.000,1,2,.500,0,0,,0,0,0,1,0,0,3,0,3,-1.0
2088,Eddie Robinson\robined01,23-197,G-F,1999-11-02,CHH,,ORL,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2089,Jamie Watson\watsoja01,22-254,F,1994-11-04,UTA,,MIA,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2090,Maalik Wayns\waynsma01,21-182,G,2012-10-31,PHI,,DEN,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2091,DeJuan Wheat\wheatde01,24-017,G,1997-10-31,MIN,,GSW,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2092,Rodney White\whitero02,21-126,F,2001-11-01,DET,@,MEM,W,0,5,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,2,0,2,-1.0
2093,Jerome Williams\willije01,23-176,F,1996-11-02,DET,@,ATL,W,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0
2094,Quincy Acy\acyqu01,22-032,F,2012-11-07,TOR,@,DAL,L,0,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1
2095,Jerome Allen\allenje01,22-279,G,1995-11-03,MIN,@,SAC,L,0,10,1,4,.250,1,3,.333,0,1,.000,0,0,,0,1,1,0,2,0,3,0,2,-1.1
2096,Ryan Arcidiacono\arcidry01,23-207,G,2017-10-19,CHI,@,TOR,L,0,5,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,1,0,0,0,1,0,-1.1
2097,Walter Berry\berrywa01,22-170,F,1986-10-31,POR,,SEA,L,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1
2098,Tony Bobbitt\bobbito01,25-095,G,2005-01-25,LAL,,SEA,L,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1
2099,Kobe Bryant\bryanko01,18-072,G-F,1996-11-03,LAL,,MIN,W,0,6,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,1,1,0,-1.1
2100,Mitchell Butler\butlemi02,22-325,G-F,1993-11-05,WSB,@,PHI,L,0,3,0,2,.000,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-1.1
2101,Derrick Caracter\caracde01,22-175,F,2010-10-26,LAL,,HOU,W,0,2,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1
2102,Emanual Davis\davisem01,28-066,G,1996-11-01,HOU,,SAC,W,0,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1
2103,Bison Dele\delebi01,22-228,F-C,1991-11-20,ORL,,UTA,L,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.1
